id,#,Problem Name,Link,Score,Accuracy,Difficulty,Companies,Equivalent (LeetCode),LeetCode Link,Other Platform,Other Platform Link,Notes
f2d7e1cfa25d07a4,1,Implement Stack using Array,https://workat.tech/problem-solving/practice/implement-stack-array/index.html,30,57%,easy,"Goldman Sachs, Qualcomm, Visa",,,Implement Stack using Array (GeeksforGeeks),https://www.geeksforgeeks.org/problems/implement-stack-using-array/1,No exact LC equivalent; GfG is the direct implementation task
1d95b9e661d2c3d3,2,Implement Stack using Linked List,https://workat.tech/problem-solving/practice/implement-stack-linked-list/index.html,30,69%,easy,"Codenation, Microsoft, Samsung, Sap Labs",,,Stack using Linked List (GeeksforGeeks),https://www.geeksforgeeks.org/problems/implement-stack-using-linked-list/1,No exact LC equivalent; GfG is the direct implementation task
40a60971c0cf67a6,3,Implement Queue using Array,https://workat.tech/problem-solving/practice/implement-queue-array/index.html,30,61%,easy,"Amazon, Goldman Sachs",,,Queue Using Array (GeeksforGeeks),https://www.geeksforgeeks.org/problems/implement-queue-using-array/1,No exact LC equivalent; GfG is the direct implementation task
48b537f0adba8871,4,Implement Queue using Linked List,https://workat.tech/problem-solving/practice/implement-queue-linked-list/index.html,30,73%,easy,,,,Queue using Linked List (GeeksforGeeks),https://www.geeksforgeeks.org/problems/implement-queue-using-linked-list/1,No exact LC equivalent; GfG is the direct implementation task
71773e8c1ee9ea51,5,Implement Queue using Stacks,https://workat.tech/problem-solving/practice/implement-queue-using-stacks/index.html,30,63%,easy,"Adobe, Amazon, D. E. Shaw, Flipkart, Goldman Sachs +7 more",Implement Queue using Stacks (232),https://leetcode.com/problems/implement-queue-using-stacks/,,,Exact same problem
f34930f6f95f013a,6,Implement Stack using Queues,https://workat.tech/problem-solving/practice/implement-stack-using-queues/index.html,30,71%,easy,"Adobe, Amazon, Cisco, D. E. Shaw, Grofers +4 more",Implement Stack using Queues (225),https://leetcode.com/problems/implement-stack-using-queues/,,,Exact same problem
0223621e81da86bc,7,Balanced Parentheses,https://workat.tech/problem-solving/practice/balanced-parentheses/index.html,30,58%,easy,"Amazon, Google",Valid Parentheses (20),https://leetcode.com/problems/valid-parentheses/,,,Exact same problem; LC name is Valid Parentheses
8865d3344caf1b87,8,Implement Min Stack,https://workat.tech/problem-solving/practice/min-stack/index.html,30,45%,easy,"Adobe, Amazon, Microsoft, Yahoo",Min Stack (155),https://leetcode.com/problems/min-stack/,,,Exact same problem
1494e4d2ddeeccd1,9,Evaluate Reverse Polish Notation,https://workat.tech/problem-solving/practice/evaluate-reverse-polish-notation/index.html,50,78%,medium,,Evaluate Reverse Polish Notation (150),https://leetcode.com/problems/evaluate-reverse-polish-notation/,,,Exact same problem
31f8057b20d44144,10,Next Greater Element,https://workat.tech/problem-solving/practice/next-greater-element/index.html,50,65%,medium,"Amazon, Flipkart, Google, Microsoft",Next Greater Element I (496) - related,https://leetcode.com/problems/next-greater-element-i/,Next Greater Element (GeeksforGeeks),https://www.geeksforgeeks.org/problems/next-larger-element-1587115620/1,LC 496 answers for a subset array within a superset; GfG version is the exact same problem
aacbf3f8a33f606b,11,Simplify Directory Path,https://workat.tech/problem-solving/practice/simplify-directory-path/index.html,50,52%,medium,,Simplify Path (71),https://leetcode.com/problems/simplify-path/,,,Exact same problem; LC name is Simplify Path
a8bac776d815752b,12,Rotting Apples,https://workat.tech/problem-solving/practice/rotting-apples/index.html,50,55%,medium,"Amazon, MakeMyTrip, Microsoft, Oyo, Samsung",Rotting Oranges (994),https://leetcode.com/problems/rotting-oranges/,,,Exact same problem; grid 0 empty / 1 fresh / 2 rotten multi-source BFS
ac64a75f8f46d23f,13,Trapping Rain Water,https://workat.tech/problem-solving/practice/trapped-rain-water/index.html,80,64%,hard,"Amazon, Goldman Sachs, Microsoft, Qualcomm",Trapping Rain Water (42),https://leetcode.com/problems/trapping-rain-water/,,,Exact same problem
ca5c57cfd1ad7647,14,Sliding Window Maximum,https://workat.tech/problem-solving/practice/sliding-window-maximum/index.html,80,49%,hard,"Amazon, Directi, Flipkart, Google, Microsoft",Sliding Window Maximum (239),https://leetcode.com/problems/sliding-window-maximum/,,,Exact same problem
62ea5a20771a9ff8,15,Largest Rectangle in Histogram,https://workat.tech/problem-solving/practice/largest-rectangle-histogram/index.html,80,60%,hard,"Amazon, Facebook, Google",Largest Rectangle in Histogram (84),https://leetcode.com/problems/largest-rectangle-in-histogram/,,,Exact same problem
